@relation 'Twitter Sentiment Analysis SemEval Dataset'

@attribute content string
@attribute class {positive,neutral,negative}

@data
'@freeformers_uk are back at Rich Mix on Wed 17 Oct teaching you how to design an app in a day: http://t.co/yO2KDvfQ',negative
'@sophiebould @DennyDingDong @dave_cooper @RobinSavagePics not checked with Lou but 22nd def out can do 21st though. shall i text Baylis?',negative
'Looking forward to the nest Prizefighter on Nov 3rd at Bethnal Green - Light Middleweights turn - 2k bonus added for each KO, #incentive',positive
'@yazbanz yes I am. Coz for me when Henry, Pires & others left & also Cesc may be, were more sad than this RVP! But do u think he\'s leaving?',negative
'Delicious grilled cheese with ham cooked in Sun Dried Tomato, Parmesan & Garlic oil from Olive That in Montclair http://t.co/Wf0pNsHQ',positive
'Hey #GH fans, we all must support @kellymonaco1 in the upcoming season of #DWTS, premiering tomorrow night!! The pride of Port Charles!!',positive
'Discover the Business Value of Your Library Card Wednesday, September 19th 1:00 pm - 3:00 pm Harold Washington... http://t.co/jAyQ4vnK',negative
'Come on Andy. Kids are in bed. Dinner is out of the way. 2nd beer is open. 50\\\"\" HD TV is on. Play your game. #Wimbledon2012',negative
'Sprint to buy stake in Clearwire: Sprint Nextel Corp. on Thursday said that it wants to buy out the founder of C... http://t.co/VvvtuXz9',negative
'Tomorrow October 25 Il Divo is presented in the valence Forum here in Venezuela! And I\'m not going Hahaha',negative
'Who wants to go with me tomorrow night to go see @TheSaturdays at the Roxy theater? tickets are cheep. Thanks and please please please!',positive
'@mo_mac_ wanna go see legally blonde at north at 2 on saturday? i told your mom already but i need to make sure they have tickets if ya want',negative
'@nekehnekeh she\'s got anne curtis, toni gonzaga, dat guy who looks like bruno mars from last sunday, idk his name lol n 4 others idk them :D',negative
'Excited for Halloween tomorrow I am going to be Jake from State Farm',positive
'\\\"\" @ERickaJAneee: I may say bad words too but that doesn\'t mean i lost my Christianity, i love you God\\\"\" true',positive
'I may be in the minority here, but I feel like George Harrison pulled off the \\\"\"full hobo\\\"\" look better than John Lennon.',positive
'Everyone buy something from Kinnucans tomorrow! 10\% goes to the Bob Jones drama department and it will really benefit us! Do it.',positive
'If Robbie keane score 10 goals tonight i may like him.',negative
'Check it out!! Big Time Rush: Dance Party & Big Time Rush: Backstage Pass Pushed Back A Week, Out On November 13... http://t.co/ajnisUr1',negative
'Wait to yall see the Jeremy Evans from the Utah Jazz highlight on Sportscenter tomorrow!!',negative
'Catch it! MT @SmithsonianMag: Tomorrow Venus will make final trek across face of sun as seen from the Earth til 2117 http://t.co/K2ROXlHx',negative
'New Show | Starkville: Big KRIT and guests. October 10. Ricks Cafe. Tickets on sale Friday at 10am. http://t.co/1GmhQ2nw. Spread it!',negative
'Robbie Keane speaking now: \\\"\"We let ourselves down and we let the country down. It wasn\'t good enough on Friday.\\\"\" #rtesoccer',negative
'Won the 400 and the 200 and came 2nd in the 800 at Tayside and fife championships!',positive
'@iWetBiebersBed Rita could you tweet Danica\'s video? she\'ll be trying to meet Justin on November 2nd in Louisville. http://t.co/GH5p1uoc',negative
'@mattwoodruff29 he\'s 2nd on that list. he retired Mick Foley in there.',negative
'Is anyone going to H&M tomorrow for the Fashion Against Aids collection?',negative
'every time i listen to promise by Romeo Santos the 1st person who comes to mind is @manndy23 :))',positive
'At the 10th Annual Cloud Expo @cloudexpo',negative
'@KhizM @omar_quraishi hmm ok but prob compared to NCA it may well be ?',negative
'@smcsfo Hi, Would you contact me about a medical travel event at the Ritz Carlton San Fran tomorrow? I need bloggers and tweeters.',negative
'@RonaNishliu Congratulations Rona for the 5th place in Eurosong contest. You deserve more than this<3',positive
'@sinbadbad I do believe Trayvon may be innocent or may not, but I don\'t like it when people gin up mobs & hate even if they don\'t mean to.',negative
'This time tomorrow I\'ll be at the London O2 Arena. #vibes',negative
'@SimonTheShrimp I\'m at my friends for lunch tomorrow on North road, did you still want to meet up? :3 xx',negative
'Last day in melaka with SKH, have to go home tomorrow. memories can not be forgotten .. I love you skh.',positive
'\\\"\"@DLevi84: I need an NNS ticket for Sat. Anyone got any?\\\"\"nope but should be easy to get 1 at the track',negative
'Galaxy tune up for Whitecaps; Sounders fall to 3rd: Mike Magee scored on a pass from Robbie Keane in the 83rd mi... http://t.co/mNbgOsJE',negative
'#housemusic #news Jason Vernau Live @ SET Nightclub Miami February 25th 2012:      Jason Vernau is back with som... http://t.co/vkZPqXXm',negative
'You may have find memories of rock concerts at Adelaide Oval. But how about a film screening?... http://t.co/tmwMHCJ0',negative
'@arsenal_tickets I know its a long shot but can anyone help with a ticket to the North London Derby on Nov 17? I\'d be forever grateful',positive
'I haven\'t bought my kit and NCS is tomorrow. My frame of mind right now is just #leaveityeah',negative
'@MyGoldMusic  can you play wah wah or bware of darkeness by george harrison tomorrow please :)',positive
'I can get money for Kermit but ain\'t gone have it by tomorrow!',negative
'Is the Workman vs. LP game this Friday?',negative
'Ok, Party People, who\'s going to be at Jeff Timmons\' Last Wired Show tomorrow night? Show him some Love if you\'re in town! :)',positive
'@popshifter crazypants. Got to the 7th, saw Kermit play Bullets. Beautiful area',positive
'Working in the Bi Nam exhibition again tomorrow and photographing the new exhibition at Turner House in the eve, excited!',positive
'#OnThisDay 2005 Prince Charles married Camilla Parker Bowles.  \\\"\"Well, there were three of us in this marriage, so it was a bit crowded\\\"\"',negative
'So from what I understand from the McKew news... it turns out Gillard may have challenged Rudd for the ALP leadership...',negative
'FB: Jakes keeps it on 2nd down and sets up a 3rd and 3 for WKU. Ball at MTSU 46',negative
'Where could the Il Divo guys be performing tomorrow night? Tell us where you think they are',negative
'Cloud Computing: WHIPTAIL Talks Big Data & the Speed of Life at Cloud Expo - Soa Wolrd: The 10th... http://t.co/sYdr66M0 #bigdata #cloud',negative
'@ToniGfanpage flowers again for toni next sunday? hehe! congratulations to the ultimate multimedia star toni gonzaga!',positive
'I have to decide if I\'m going to the Louisville game Saturday ASAP so they won\'t take away my tickets',negative
'Grappling with corruption and business in Brazil: The World Bank is sponsoring a  panel discussion on October 17... http://t.co/SwDRWHy9',negative
'Tiffany will be one of the MCs along with CNBlue\'s Yonghwa and Beast\'s Gikwang for SBS KPOP Super Concert on November 10.',negative
'I hope that Rammstein gets played on the wedding dancefloor tomorrow. That would mean 4 of my teenage booze mates will have had it',positive
'Film Independent Spirit Awards attendees react to Times\' recent study of the membership of the motion picture academy',negative
'Evgeni Malkin scores to make it 1-1 Legwand looks hurt. That may have been goal of the year. SEvRdW7a http://t.co/SEvRdW7a',negative
'Just watched The Lorax for the 20TH TIME!! #ihavenoregrets #OOC',negative
'Support Emerging Scholars tomorrow at 12 noon for the annual Kickball Tournament .',positive
'It\'s Super Bowl Sunday for the kids! On the turf in Chardon. #TimeToWin #HereWeGo',positive
'Eurovision 2012 party in Washington DC on May 26 with live stream from Eurosong Contest http://t.co/EtJK4P9e #Eurovision',negative
'C\'mon you telling me Emily Chrissy and Thalia couldn\'t have had a better show case then that? At least a stage for the jackets my mans.',negative
'Looking for some free fun? Come to @AbronsArtsCtr Friday to see the classic camp films \\\"\"Cobra Woman\\\"\" & \\\"\"Jungle Island.\\\"\" http://t.co/WaxQdXuW',positive
'Be sure to attend the GCS Career Exploration Fair on November 15th, from 4-7PM, at the Greensboro Coliseum Special... http://t.co/G3BU23Fs',negative
'Everyone please watch ASAP on  ABS-CBN this Sunday to see the beautiful @AnnaMariaPdT :D',positive
'l!! where is terrance he need  to cme back to the bluff should\'ve stayed with him wednesday instead of going to turner house!! :))',negative
'Looks like I\'m going to sit at Richwood with my brother tomorrow.!',negative
'Tomorrow Venus crosses the sun and there\'s lots more going on much closer to North Branford and Northford, too. http://t.co/Qf64DwjV',negative
'@giruaro silly string / silly season. love an owl story. fancy watching the football in Bethnal Green on Sunday..?',positive
'Clearwire Is Sought by Sprint for Spectrum: Sprint disclosed on Thursday that it had offered to buy a stake in C... http://t.co/5Ais2S9j',negative
'Mick Foley live on @WWE #Raw! Play as the 3 faces of Foley starting tomorrow in #WWE13!',negative
'I liked \'Kendrick Lamar - The Rave / Eagles Club - September 22, 2012 ...\' in the The Rave / Eagles Club App http://t.co/CVb3RIxS',positive
'Will @CourtneySager3 @Aubskidoodle @heath0123 @Major_Peter or any other SES grads be at the FHSU vs. KSU WBB game tomorrow?! #comeseeme :)',positive
'@999KISW @BJShea @HotKyle Yep im having a party @ the eagles club theres a dj on fridays so ill have my party oct 5th im so amped!!',negative
'Photo: scinerds: Sharpening up Jupiter Amazing image of Jupiter taken in infrared light on the night of Aug.... http://t.co/dI7R4TNK',negative
'Mark the dates: Miss Earth 2012 coronation night Nov 24, Sat, LIVE on Starworld, 8PM. Free-TV broadcast on Sun, Nov 25, 10AM on ABS-CBN.',negative
'I may go off the grid till 11/7. \\\"\"Christians\\\"\" keep driving me further from Christianity. Pregnancy after rape is science, not \\\"\"God\'s will.\\\"\"',negative
'#SignsYouNeedToGrowUp you still hit up the Skate Center on Friday Nights',negative
'[INFO] Tomorrow EXO M will be going to Nanjing (via.sotea123)',negative
'@foofighters can\'t wait to see you guys thursday at Gampel, it\'s gonna be freakin\' awesome!!',positive
'But ohhhh come December 6th I\'m smokin to the whole kush x oj nd Taylor allderdice just like old days',negative
'I now want to ride my bike with \\\"\"Here Come the Sun\\\"\" by George Harrison playing in the background and my hair flowing behind me. #fun',negative
'Ricky Ponting and I now have something in common. Today he passed 23,000 1st class runs. Last night at training, i was hit for 23,000 runs.',negative
'Lowering the Bar may have found the first recusal motion to cite Girl Scout Cookies. http://t.co/ZmQwuuXM Thin Mints are criminally good.',positive
'Save the night, save the day. Save the love, come what may. Love is worth everything we pay. #tebakLagu #duet #barat *clue, OST.nya Zorro*',positive
'Starkville, MS! Coming at you tomorrow night to rage at Ricks Cafe and we\'ve got a pair of tickets to give away.... http://t.co/dHF4emkZ',negative
'Can\'t believe I may have seen the play of the year in the preseason! Jeremy Evans just put Turiaf in his place! #SlamDunkChampion #ScTopTen',positive
'#SkateNight Tonight 8pm Stardust Skate Center FREE b4 9:30pm Hosted by #SAAB its always fun when you rolling!!! haha x1',positive
'Congrats @JimmyDykesLive on your new contract. Can believe this is you 18th season at ESPN. Time flies. Always delighted to see you at Rupp.',positive
'Jets selection of Wesley Walker (2nd round 1977 draft), without knowing he was LEGALLY BLIND in left eye, led to creation of NFL combine.',negative
'@kerrycupcake You off to Cork ? have lots of fun & safe trip, you\'ve done a lot since your 1st meet at Eurosong haha',positive
'The birthday boy and his lamb. The lamb\'s name is Balki. Come out to the Volstead tomorrow for a taste. #ouimybuddy http://t.co/QhjXM968',negative
'May not know Spanish but shit whenever i listen to IL Divo i just want to flash my Scarlet!',positive
'Want to gan see Ferry Corsten at digi on Friday... Can\'t be bad if your ranked 15th in the world, above Angello, Hardwell & Calvin Harris.',negative
'There is still time to register for \\\"\"Happiest Baby on the Block\\\"\"!  Come have brunch tomorrow morning, learn how... http://t.co/K2eziHlx',negative
'OMG Mali Music is going to be in Philly tomorrow! At the Liacouras Center, performing at the Kingsmen tour! I\'m so sad.',negative
'Hopefully I have a better day tomorrow...today was just cow shit.  Well...IM GOING TO BIG BANG CONCERT SO OF COURSE IT\'S GONNA BE BOMB!',positive
'@RavensburgerPC: Enter our competition to win a London Children\'s Map Puzzle just follow and RT.Closes tomorrow @4pm.  http://t.co/lD5hFvUn',negative
'@SamiCorrado pretty excited for #SBUcheerleaders to come to the Liacouras Center in January...',positive
'Sunday night is Chilis night in the Turner house lol',positive
'@swannydmp Did you tell Rio in the weeks before Rudd was knifed there would be no mining tax introduced in the May 10 budget?',negative
'@JohnMoug come to green valley ranch Jeff Timmons wired show buddy I play guitar in it!!!!!  This Friday and Saturday in ovation room',negative
'Was thinking about seeing JAWS at the Roxy on Wednesday, but now it seems I\'ll be seeing BAIT 3D instead. It\'ll be just as good, right?',negative
'I use to love that song in the 8th grade. Trina was my role model lmfao',positive
'I have a real dilemma here, so tomorrow is the A$AP Rocky concert in phoenix but I got called back to start working tomorrow at Bianchi\'s',negative
'My biggerst worries about this hurricane are Meryl Streep and Susan Sarandon, because they live in NY, may God protect them and ther family',negative
'The boys have a surprise for Aussie Directioners with whispers they may return to the Australian Xfactor http://t.co/0kPCNnxe',negative
'Last day of our MAX conference here at Twickers with Mark and Eric up presenting the Roadmap after an awesome 1st day yesterday #MAXCC',positive
'@ArinRodriguez I texted you on Tuesday I was Trina see if you wanted to match',negative
'Download the unscene app for all the info for the Halloween party in Covina hills Fri. nite  http://t.co/Cq9HD1kZ http://t.co/Q8bz1Kpf',negative
'TOMORROW Venus will eclipse in front of the Sun, an important cosmic event that will prepare humanity for the... http://t.co/7EqNqbfp',positive
'Congrats to Trey Haley, Shawn Armstrong (@SArmstrong90), and Alex Monsalve for being named to the AFL\'s Rising Stars team. Game is Sat @ 8pm',positive
'Going to Olive Garden with my family! So happy it\'s my 15th Birthday!',positive
'Considering the size of our squad these days, we could have done without extra time ahead of another trip to Tayside on Saturday. #hmfc',negative
'Saturday Kitchen, Rick Stein, makes me want to move to Australia',negative
'Make Sure to check out the weekly Friday\'s Round - Up of book signings , interviews and reviews over at the Oak... http://t.co/8lpQr3z3',negative
'@MattsJustLookin Derby\'s in May my marathon can happen anytime of the year lol',negative
'@jrmahathir cakap je. Can we do it on tuesday ? Im in melaka. I really want to be in the picture... Please. *U may copy and paste this*',positive
'An exciting day tomorrow @punchestownrace Oscars Well making his chase debut and Operating first time out over hurdles!! #fingerscrossed',positive
'FM Preview: West Bromwich Albion v Arsenal 13 May 2012 - FootyMad attempt to assist you with their form guide as Wes... http://t.co/9rcpFyO0',negative
'@DamonWilliam our debut concert is nov.4th at the Harold Washington cultural center with avant & Syleena , come support',negative
'BCA voter education guide for November 6. Endorsed candidates & information on the constitutional amendments http://t.co/7Icvvd4N',negative
'It looks like my brother is going to see A$AP Rocky tomorrow sigh his life needs to stop being significantly better than mine',positive
'With a 7-2 win last night, the Norfolk Admirals tied the American Hockey League record with their 17th consecutive win. Fantastic stuff.',positive
'UPDATE: Mallshow with the #PBBUnlimited BIG 4 + Wendy, Divine, Deniesse at Pacific Mall Legaspi Landco Plaza, April 30, 6pm! -- adminKIM',negative
'@richwilson26 Randall Bailey is due to defend the title against Devon Alexander in Texas on September 22.',negative
'Normally I prefer a spot of Rammstein on a Sunday morning - perfect for doing the ironing or a spot of aggressive furniture polishing.',positive
'@ernasty49 Great season, it\'s been a pleasure listening to Volare in the 9th inning! Mas Ernasty ano q viene!',positive
'@QldFire Rosedale is 40mins from B\'berg. About 3hrs from Rocky. The crews must be weary after fighting the Euleilah fire since Tuesday.',negative
'NYSports Rothstein Files: Five Observations From UConn: Monday was the first time I took in a practice at Gampel...  http://t.co/1FNe4jVC',negative
'@ATT today issued a statement once it learned that Sprint may take a controlling interest in Clearwire in order (cont) http://t.co/tGfO9kgp',negative
'Love this song! One of my favorites for sure. Can\'t wait to see you tomorrow at The Roxy! (@YouTube http://t.co/Mf5Ws9cN)',positive
'October 27 1962: U2 aircraft strays over Siberia. USAF interceptors sent to protect armed with nuclear warheads #Cuba1962',negative
'DePaul WBB practice, wine, ND Football, dinner with big brother in Lincoln Park = great Saturday',positive
'Gold and Diamond are never at the periphery, we really need to dig deeper into Christianity....Phil. 3:10-18,Rom. 12:1-3..... Happy Sunday.',negative
'We get Garner 1st round. Got to beat the beat to be the best!! @ADHS_Football #ADN',positive
'Interesting: Sacha Baron Cohen to play  Freddie Mercury in the latter\'s biopic http://t.co/9cuku4s8',positive
'Sooo.. What you\'re telling me is that no one is down to get drunk as shit for the Cypress game tomorrow and talk shit to the cypress kids?',negative
'Pottstown and Pottsgrove School Districts CLOSED on Tuesday due to the hurricane.',negative
'Who\'s next then? The Togo team of Emmanuel Adebayor (TOT), that\'s who. 1-1 away from 1st leg. 0-0 after 30 mins of the 2nd.',negative
'Today I came to the world of television, who knows, but may be very soon I will be interviewing Big Time Rush? I wish this all my soul! <3',positive
'@AllCourtSport Hey friend. I stopped by last Saturday.  Will be in Huntsville this weekend checking on family. Catch you next time.',negative
'@philtufnell can we get a RT: Big North London Derby tonight Cockspur Rum T20 Cup 2nd round @HornseyClub vs Highgate CC 6.30 start @ Hornsey',negative
'@LibertysArmy And like Doug Wead has said many times, if he didn\'t run as a Republican many may have never known about him.',negative
'@funfunfunfest is coming up this weekend!! We\'re super excited! Playing the Blue Stage on Sat night right before A$AP Rocky!',positive
'@The_Riches we just confirmed Nipsey Hussle Dec. 29th @tremontMusic Hall tix on sale Friday!',negative
'Find out more about our guest Lesley Thomson before she pops up at Book Swap tomorrow night: http://t.co/9ofXyfZv',negative
'Performing tomorrow at the Harold Washington Cultural Center with @Smitty_LP come support the team http://t.co/9YEGfKrz',positive
'Friday, October 19th - Talib Kweli: Idle Warship with Res at the Adrienne Arsht Center!  http://t.co/LJ94Bofa',negative
'why are people hating on LP for their win? It\'s their night. And we\'re gonna trend again anyways after we beat Westlake Saturday so save it',negative
'Boxing News: Devon Alexander and Randall Bailey ready to slug it out on September 8th http://t.co/X7blyK1C',negative
'i miss my bestfriend,Octaveia, my cousin ,April .. my bestie,Kaliyah, Tricey, Dasia,Mikia,& the other people i miss with at Richwood !!',negative
'@IAmPolo__ lmaooo not even it was most def in like 8th grade I think ? When I went to Berkmar !',negative
'Arrived in Llandudno to attend the 3rd conference in 3 weeks.  My little car can almost drive itself here.  South to North #noshortcuts',negative
'#Pistons struggle in 1st.  Trail Minny 27-10 at end of 1 in Winnipeg.  Det 3/17 FG with 6 turnovers.  Derrick Williams 12 pts for Minn.',negative
'Are there any Aussie Directioners from Canberra?? going there on the 12th of September would love to meet some More Aussie Directioners <3',positive
'@Tristan_jet @iidontrespectit Martin isn\'t a leader for the 2nd unit like harden. Your guys bench is done plus Westbrook is a ball hog',negative
'Show up at our 2nd shop and dan is listening to Rammstein...today is going to rule #du #duhast #duhastmich',positive
'FB: Three runs do the trick for MTSU and they are out to their own 33-yard line. 1st and 10',negative
'Big day tomorrow! RVC WBB get their National Championship rings and an exciting new era of MBB begins! Good luck @CoachDoty and Coach Opat!',positive
'continued : Emmanuel Adebayor has not travelled with the squad for our Europa League away tie in Greece tomorrow evening.',negative
'\\\"\"@champssports: A decade later and still the Lebron X \'Blue Diamond\' available in select stores tomorrow.  http://t.co/p22efjm6\\\"\" These! >>>>',negative
'iknowushould2 will be at the Tom Joyner Health Festival @ the Liacouras Center tomorrow come out for freebies! @EStevenCollins @PhillyFIGHT',negative
'Blimey! We have a STAR guest on the Radio Horton \'Knowing Your Businesses\' show tomorrow at 10am. Marleeeene! http://t.co/gaKhUPiX',negative
'I hate ASAP on Friday !!!! Why I have BUSY always in the end of week :(',negative
'@KrisWhittle may get a wider training gig somewhere. Hard to play Super Rugby when you weigh 47kgs though',negative
'@tanduayrhumph wow! Thank you TANDUAY may replay ang #TanduayRockfest sa ABS-CBN. you\'re the best @tanduayrhunph. ROCK ON PILIPINAS!',positive
'MetroPCS launches the Galaxy S III on October 22, price is $499: Good news for MetroPCS cust... http://t.co/jR5U314Q more after redirect',positive
'I went on google & saw \'Special signing w/ Romeo Santos in Boston MA\' When i clicked it it said (Nov 16 2011) -.- got me hype for no reason',negative
'We\'re excited about our CineMonkeys session before the Lorax next Wed 31st - perfect half term entertainment! CM @ 12.30pm, Lorax at 1.30pm',positive
'Here\'s all you need to know about upcoming #lebronX drops http://t.co/yZI3i4Yh. Thursday marks two launches Blue Diamond & Jade. #teamlebron',negative
'Lovin the presidential debate Shea Weber just leveled Evgeni Malkin, I may be on the wrong channel. z7hKP2Cd http://t.co/z7hKP2Cd',positive
'How are @PAFC going to get 20,000+ to Adelaide Oval when they can\'t even get 15,000 to AAMI on a Sunday afternoon? Crowd = Concerning. #AFL',negative
'Nicki Minaj Kissing Lil Wayne! Caught Red Handed at the NBA All-Star Game (Exclusive Photos/Video) http://t.co/NuRX33dx',negative
'@coolandbreezy I think pardew started the craze off Sunday !!!!! Collocini compared to Bobby Moore',negative
'I love Thursdays....Grey\'s Anatomy....One day closer to Friday.....and No driving to Huntsville.',positive
'Going ice skating Friday with thalia jack helemma and jazmin maybe giancarlo yaaaaa...',negative
'@KalebZian I see you\'re in Dallas & a fan of A$AP Rocky, email us (att@m80.com) for a great oppo to attend show at HOB on Fri!',positive
'going to jungle island tomorrow',negative
'#rtesoccer Robbie Keane saying he always knew Germany was going to finish 1st in the group!!! #winningmentality #coybig',positive
'With that score, Farmerville is now up 27-6 over Richwood with the 3rd Qtr winding down.',negative
'@MsJoseline @hitmansteviej Yall shld came down for #GHOE n Greensboro NC #NCATSU. Its still going down tomorrow nite. Fuk w us.',negative
'@Bon4President are you going to be at Allstar tomorrow night ?',negative
'@jessicaeven alright, ill go to ticketek tomorrow and sus it for you :)',positive
'Il Divo - Somewhere I am going to see them in Dubai Friday ,,love ,adore them  http://t.co/2tCCipOi',positive
'Hey LA music folks. You going to #HardSummer Aug 4&5 #LosAngeles\' Most Significant Music Festival. Go Destructo! http://t.co/cPfpESc5',positive
'@Monster_HOND I hear that SANZAR have confirmed that it is most wins 1st, the same as Super Rugby. I find the mistake ridiculous.',negative
'goodnight guys! going to big bang concert tomorrow omfg or i hope my parents dont bail last second',positive
'Cloud Computing and Big Data Strategy: In this CEO Power Panel at the 10th International Cloud Expo, moderated b... http://t.co/KD87pMPF',negative
'My team is pretty straight on both leagues. On the 2nd league my first 5 are Nash, Paul George, Melo, Randolph & Bynum.',negative
'@rob strong @charcyb Anyone thinking of going to Chesterfield next Saturday, Edgar Davids v Luis Boa-Morte!? @Patriciacross & I may be there',negative
'Derrick Williams and @gregstiemsma check in to tonight\'s game. Budinger with a long 2! #Twolves up 20-17 with seconds left in the 1st.',negative
'Do you own a business in Bolder? Then you may want to participate in this pilot energy program that\'s part of a... http://t.co/rPSxzfcH',negative
'@piersmorgan Come on Pires! Enjoy the show! Shout out to people in the U.K. and Ireland wouldn\'t go astray! It\'s almost 3 am on a sunday!',positive
'Glad Martin showed up though. Hopefully it will work out in the long run. Get out there tomorrow night! #ThunderUp',positive
'@Lauren_Cranford I walked out and had trina d/c her....I\'ll have to fill u in Saturday....I wrote a full pg progress note about it',negative
'Going to the Richwood away game tomorrow to support my drummer boyyyy.(;',positive
'@DanicaPatrick  I just ran a marathon on Sunday with my hair bright pink for BCA! #BecauseICare',negative
'So its supposed to be in the 30s Sat night in Natchitoches!! @DeezyBaby504 @Smcclain11 better be lucky I love them!! #missyallboyz #itscold',positive
'haha , am not going to volleyball tomorrow morning . #NeedMySleep',negative
'Rafeef Ziadah is joining us at the Rich Mix alongside Mark Gonzales this Monday! http://t.co/ep9Q9pcM',negative
'I\'m still obsessed with Werth...not on a Jeff Carter level more on a Ryan Lochte level. I think it may be sexual obsession',negative
'Just saw Won\'t Back Down the 2nd time! Wow! Viola Davis and Maggie Gyllenhaal are PHENOMENAL! Even better the 2nd time! Amazing cast too!!!',positive
'I had to march to get MLK day as a recognized holiday in Greenville, mind you I 16yrs old when I did it!',negative
'If your in Huntsville that Halloween discount is valid in person jus hit me up & you\'ll get it tomorrow',positive
'What march just went through Bethnal green?',negative
'Who\'s going to the game tomorrow at flowing wells high school? (: Marana v.s fw (: #homecoming',negative
'Liverpool Football Club roll out the Red Carpet for the RNLI. Nov 30th. Joe Longthorne, Asa Murphy. Tickets 32.50. Send MSG for tickets.',negative
'Sprint may not want to buy Clearwire after all http://t.co/KgmfEuXr #news #benefits #bloomberg #clearwire #future',negative
'[INFO] EXO-M will fly to Nanjing tomorrow to attend Yangtze River Music Festival on the 28th (along with Super... http://t.co/hGsQyP8L',negative
'Going to cypress the whole entire day on Nov 16. Gonna be seeing all the people I Havnt seen in forever.',positive
'FM Preview: West Ham United v Hull City 28 Apr 2012: FootyMad attempt to assist you with their form guide as Wes... http://t.co/KLS6srq9',negative
'Im cuming back to Natchitoches Friday just to Vote',negative
'Come on out this Saturday and support us in the Semi-Finals round of the Battle of the EFFN Rock II Concert... http://t.co/wyl761wY',positive
'I miss Sarah G Live last Sunday. Will watch it later.',negative
'May have a man crush on Ace! Like how is someone just naturally tht sweet!    #HeHasFourBrot @ Laurel Tavern http://t.co/48FnU3Mz',positive
'i honestly cant wait to get out of greensboro with @HannaBananas94  tomorrow!',positive
'Sitting in the sun reading Keith Richards \'Life\'. The man has some stories! #rollingstones http://t.co/jES5HwQC',negative
'Practicing with Marana tomorrow, should be interesting, black pack all the way!',positive
'@joehahn_lp bc HT was the 1st album of a very unique twist of Rock and Rap, LP is very original^_^ #HybridTheory',positive
'Amy Lee @AmyLeeEV  Veruca Salt on vinyl and Jenga on the brink! Good Saturday http://t.co/jJQViBNT',positive
'Looking forward to facing Ms. Allysin Kay this Saturday in Petrolia!! http://t.co/Z6CBqYp1  come check it out!',positive
'Jenn\'s post below inspired me to find a few more pics of Alex at the Independent Spirit Awards this past February.... http://t.co/PSJWMBsj',negative
'The World Bank cut its economic growth forecasts for the East Asia and Pacific region on Monday and said there was a risk the slowdow...',negative
'Tonights Friday Family Movie Night is Journey 2, the Mysterious Island! Looks promising!',positive
'#house #music #FB Jason Vernau Live @ SET Nightclub Miami February 25th 2012: Jason Vernau is back with some swe... http://t.co/Q82NnU6E',negative
'@Sandra_Lang92 Nope xDD I live in Moskau, and.... it\'s not so cold.... ^^ In Siberia, may be xD So... Whatever our governor?',negative
'http://t.co/fxEHWuKG george harrison here comes the sun original',negative
'But then I don\'t get why EP kings are gonna play Super Rugby but they still playing kwi 1st Div.. Crusaders aint no Puma\'s just so they know',negative
'@annie_cutler Good luck tomorrow night. You\'ll be great.  Also, Samoas and Thin Mints = great way to warm up the crowd.  #Mmm  #SOCOMX',positive
'Our coverage of Garner vs. Athens Drive beings tomorrow night at 6:30 on http://t.co/dBRkPMZV & @tunein. Hope you\'ll join us!',negative
'@TGood52 ima hit u up tomorrow.  Aye i still laugh at that ufc beer pong from u had in the garage at AZ lollll',negative
'I am squeeing at the latest BioShock Infinite trailer, it may usurp the original\'s place in my top 5 games ever. @IGLevine is a genius.',positive
'Mushu at The Hurricane wearing Tressa\'s rockstar bday foam guitar after our show last Saturday. We killed it http://t.co/hS178hfp',positive
'I don\'t give a Fuck though, it\'s all about #sockersweek #ChicagoMagicPSG Friday night Lights at Olympic Park',negative
'Rick Stein really is incredibly dull. Bring back kids\' Saturday morning telly please. You know, with pop groups and stuff #sarurdaykitchen',negative
'Anyone looking forward to Bioshock Infinite? Check out this new look at the game! http://t.co/hAvE8HIi',negative
'@jenmorrisonlive Oh, are we gonna have any August & Emma scene on \\\"\"Tallahassee\\\"\"? Just a yes or no and I\'ll be happy (happier if it\'s a yes)!',positive
'PHOTOS: Rock Of Ages kicks off the 7th Season at the Adrienne Arsht Center @arshtcenter http://t.co/btD3cATy',negative
'Is that lady in the 1st scene of WANDERLUST w/ Jennifer Aniston & Paul Rudd the lady from Mel\'s Diner? If so, I am so happy to see her.',positive
'Watching Freaky Friday again with Danica. #HernewFavoriteMovie Think 5 is too young to explain how good Lindsey Lohan had it before drugs?',positive
'@lauryn_kennedy #idowhatican but tomorrow is just a quickish trip. The real shopping day with be at rosedale. #wewillmakeadate',negative
'Thanks for advising! RT@EllenBoBellen 1st formal chapter of the yr went well. Excited to be advising Beta Chi chp at University of Denver',positive
'@jhonnyC323 Destructo next thurs, free before 10:30, guest list. Let\'s go. CAUSE I CAN!! (it\'s 21+)',positive
'I have an issue driving slow. So im gonna try to make it from AZ to LV in 3 hrs. Tomorrow.',negative
'@belluvaz on the 4th before u balik Melaka can meet kejap ah? :)',negative
'Tune in tomorrow for a brand new KENA PLUCK!!!! This one is good! Also, Michelle Chong brings \'Almost Famous\' to the OSCARS!!!!!!!!!!!!!!!!!',positive
'-Australia Test and ODI captain Michael Clarke at the launch of the international season in Sydney on Monday  http://t.co/2CnmqkP4',negative
